Open,High,Low,Close,Volume
3533.67,3540.31,3530.27,3540.0,215.44598032
3540.0,3564.0,3529.43,3564.0,773.59078544
3564.0,3578.0,3556.17,3569.25,647.62972213
3570.98,3577.99,3566.71,3577.85,304.62711044
3578.0,3580.0,3563.77,3565.6,491.10634368
3565.6,3568.62,3542.0,3543.53,541.90237453
3543.54,3548.2,3538.46,3542.51,602.92069098
3542.34,3543.53,3535.83,3539.35,150.87991603
3536.47,3544.52,3536.47,3539.18,193.52057325
3537.59,3541.0,3534.19,3534.2,161.77991995
3534.2,3534.2,3520.86,3527.11,304.83113464
3526.0,3528.29,3512.99,3527.98,562.03717392
3527.18,3529.97,3521.79,3524.78,130.57663487
3525.17,3525.3,3512.0,3519.3,414.43858015
3518.67,3534.44,3518.38,3530.22,196.46305069
3530.19,3543.18,3527.0,3536.64,501.4634365
3537.46,3553.14,3530.08,3530.08,681.96903316
3533.13,3548.07,3533.13,3545.02,260.76610769
3545.1,3570.0,3541.81,3569.46,619.52071943
3569.99,3590.0,3569.56,3572.05,774.02915818
3572.0,3572.01,3557.07,3560.37,292.29361845
3561.08,3565.0,3542.94,3542.94,334.84062911
3544.09,3557.31,3544.09,3557.24,337.3982244
3554.23,3554.84,3545.5,3554.07,38.60197814
3554.06,3575.03,3554.06,3565.71,398.6459984
3568.24,3568.99,3553.66,3560.78,150.27276525
3559.81,3562.09,3554.15,3558.33,52.40280138
3558.44,3561.98,3535.0,3535.0,97.52351452
3535.0,3544.02,3535.0,3540.1,67.32933972
3542.56,3544.14,3538.68,3543.01,100.97487154
3543.0,3543.01,3530.0,3542.05,253.68587592
3542.05,3554.42,3536.67,3545.09,148.52521379
3544.79,3553.99,3543.4,3545.74,124.25452871
3546.15,3550.0,3535.01,3544.86,216.25219528
3543.27,3551.56,3543.27,3548.99,133.88285794
3548.98,3563.76,3545.31,3553.9,280.77074356
3554.27,3575.55,3554.27,3569.09,383.54653694
3568.14,3573.4,3561.64,3572.68,507.73276566
3573.32,3581.58,3564.41,3580.15,536.85683071
3581.17,3635.0,3577.16,3625.82,2558.80749373
3626.45,3650.0,3611.91,3648.01,2344.77970022
3648.0,3666.01,3641.75,3655.57,2536.23858262
3657.0,3670.04,3648.0,3670.04,1213.39847478
3670.04,3678.28,3653.6,3661.75,1773.26692797
3663.16,3674.69,3655.0,3673.02,705.91361247
3673.03,3683.68,3668.73,3675.45,2282.15018495
3676.97,3680.0,3655.0,3663.16,1295.07393183
3664.25,3681.99,3650.0,3653.7,1750.29878617
3651.93,3651.93,3615.0,3639.1,2926.25874562
3639.1,3748.0,3637.13,3738.99,3879.07056545
3738.99,3753.47,3727.48,3735.06,3051.22129994
3736.04,3799.98,3729.89,3798.91,2234.63563532
3799.97,3829.56,3774.35,3786.7,5655.3567962
3784.7,3815.0,3765.01,3810.0,3101.12511985
3810.0,3838.0,3795.08,3825.86,2777.58437318
3826.99,3830.0,3803.67,3812.03,1779.44330145
3812.03,3839.99,3798.12,3839.94,1835.69188385
3839.94,3850.0,3822.65,3824.48,1876.21555519
3824.47,3827.56,3808.0,3813.99,1344.39275137
3814.0,3848.47,3812.71,3824.99,964.38124683
3824.99,3836.05,3812.9,3819.2,739.33972889
3824.53,3837.79,3816.96,3825.13,1875.89235437
3825.01,3828.47,3801.34,3814.01,1111.50990876
3814.0,3821.44,3790.41,3799.33,890.22223205
3798.88,3818.27,3783.04,3816.77,1026.03303306
3816.77,3827.98,3806.7,3823.33,1003.75981993
3823.96,3863.54,3822.81,3849.21,2596.44641954
3849.06,3855.71,3829.57,3848.01,863.99097649
3849.5,3854.0,3834.01,3852.0,993.47814949
3852.0,3875.0,3845.0,3874.63,2062.5192022
3874.63,3884.26,3859.96,3867.69,2300.98843657
3867.69,3886.66,3849.71,3881.78,1097.4597152
3882.4,3903.0,3881.87,3903.0,1371.61358596
3902.63,3960.0,3902.63,3941.45,3971.24603072
3943.44,3943.44,3899.87,3915.01,3310.11989548
3915.0,3916.07,3841.65,3882.4,4428.23739046
3882.87,3920.13,3875.0,3878.96,2157.24751956
3878.96,3892.76,3855.84,3863.86,975.75971371
3867.0,3880.0,3843.29,3873.44,2485.73544567
3873.44,3890.62,3864.43,3881.79,1081.62642445
3880.77,3914.12,3877.0,3914.12,1244.27798007
3914.11,3914.97,3863.82,3884.91,1063.12265704
3880.48,3901.3,3873.56,3881.28,455.09829219
3881.27,3892.42,3874.54,3875.0,1084.28787525
3874.51,3874.51,3833.54,3842.25,1362.18522925
3840.81,3872.55,3816.6,3870.66,1658.4857729
3870.09,3880.0,3862.52,3866.53,1038.0204667
3863.67,3895.0,3853.64,3895.0,980.50115604
3895.0,3895.0,3877.26,3887.55,511.20662368
3887.55,3887.55,3872.87,3880.81,628.04807029
3880.8,3880.8,3861.91,3869.6,504.89042788
3869.35,3876.42,3856.48,3864.1,442.87861926
3862.35,3885.68,3861.92,3883.08,592.34651812
3883.02,3932.27,3878.86,3926.99,1038.13082292
3926.81,3948.79,3916.69,3934.26,1280.80180881
3934.25,3948.0,3908.1,3935.05,1196.04436722
3935.04,3961.52,3875.0,3875.0,1967.95772043
3875.0,3912.64,3849.0,3849.1,1701.90705222
3848.82,3875.0,3826.11,3872.1,2335.50981287
3869.71,3887.2,3854.7,3883.01,927.97488975
3883.01,3900.76,3875.0,3897.94,1076.29997724
3897.76,3933.31,3880.01,3927.31,1692.98656024
3927.3,3936.54,3911.99,3934.8,1416.37225
3934.65,3935.44,3919.96,3933.39,456.23151267
3933.4,3933.4,3918.54,3921.02,619.35616923
3920.01,3929.55,3908.35,3923.41,347.53037752
3923.41,3958.22,3923.4,3947.5,695.20967905
3948.47,3983.0,3948.46,3983.0,2063.42793877
3980.35,3981.41,3962.0,3965.02,1552.54626906
3965.01,3972.65,3943.3,3963.92,616.02225531
3963.86,3982.5,3957.96,3962.78,697.7317402
3960.01,3965.34,3937.17,3942.15,761.62593926
3940.0,3963.72,3933.0,3938.65,882.33630572
3939.57,3955.99,3926.69,3951.8,758.22115301
3952.15,3960.0,3944.07,3955.0,223.94730475
3955.0,3969.27,3936.99,3944.44,3254.121457
3943.7,3944.26,3914.01,3925.98,1873.56643749
3924.44,3939.34,3912.87,3912.87,1234.7548592
3912.15,3934.54,3904.0,3920.01,344.44783406
3920.01,3920.01,3880.0,3904.84,682.20097947
3904.45,3920.0,3888.3,3911.9,720.77840354
3911.82,3911.82,3872.82,3875.56,527.63289805
3876.95,3882.88,3858.1,3878.32,1044.83262772
3878.73,3904.42,3878.73,3900.68,681.19856939
3901.82,3924.86,3901.8,3918.6,876.96154283
3918.6,3929.1,3910.34,3912.22,341.40965032
3911.58,3921.15,3901.6,3902.11,449.25513242
3901.6,3909.11,3880.01,3886.9,441.41682684
3886.43,3887.79,3852.0,3852.0,995.55116627
3852.0,3856.53,3805.56,3816.01,1894.72992298
3819.33,3837.13,3765.22,3781.38,2891.14640627
3785.67,3816.68,3781.38,3812.45,1448.557831
3810.27,3811.7,3730.0,3745.52,1893.02495044
3747.62,3786.0,3745.0,3783.59,1771.77217448
3783.6,3793.69,3771.0,3771.0,1048.66965192
3770.0,3813.35,3765.03,3812.66,2307.08678353
3812.59,3840.0,3812.59,3835.43,1062.89313345
3835.88,3839.98,3792.66,3813.8,999.22124132
3813.81,3832.74,3813.8,3826.23,924.02843899
3826.23,3836.99,3819.87,3836.36,232.51845243
3834.78,3857.28,3832.79,3837.61,1321.0600103
3840.23,3847.66,3820.0,3839.7,272.4139964
3839.8,3856.57,3833.66,3841.51,822.3072778
3841.17,3851.2,3828.29,3849.93,525.76704436
3849.82,3883.9,3849.82,3882.4,826.96204426
3881.65,3965.0,3880.52,3945.28,2886.30245656
3945.29,3946.65,3915.14,3926.64,1285.76622585
3925.81,3945.01,3916.86,3941.41,885.11584301
3941.98,3950.0,3927.28,3927.66,611.84594187
3930.01,3939.99,3886.09,3913.03,1182.5495511
3913.86,3934.01,3901.54,3917.1,383.45862992
3916.19,3926.99,3901.0,3906.63,459.14640978
3905.96,3921.47,3904.7,3918.93,191.66953288
3918.08,3930.08,3903.81,3918.34,836.58172413
3917.1,3922.05,3905.0,3919.04,325.83270575
3919.04,3920.88,3873.08,3890.27,2115.80109856
3890.76,3909.02,3886.01,3902.25,305.44137898
3901.13,3907.99,3882.69,3891.45,612.59103777
3888.22,3891.06,3857.46,3862.58,1029.37908385
3862.4,3893.58,3855.08,3856.4,496.11931777
3855.78,3877.0,3850.0,3866.73,355.27917413
3867.55,3892.04,3860.01,3892.04,544.94781021
3891.91,3891.94,3872.61,3882.28,346.24024352
3882.2,3919.16,3880.0,3903.82,866.29185458
3902.12,3913.8,3893.24,3911.39,389.02475457
3911.38,3945.0,3911.38,3932.62,936.43932089
3932.1,3932.1,3914.42,3922.28,363.30193549
3921.92,3926.21,3910.86,3912.71,262.48361542
3912.73,3920.7,3901.1,3908.22,690.46396947
3910.05,3913.86,3900.0,3909.66,650.91730596
3909.66,3913.0,3890.0,3897.52,486.18251126
3897.52,3908.57,3884.9,3887.53,683.95117924
3887.8,3897.74,3875.0,3890.27,537.19729578
3892.88,3913.0,3892.88,3905.0,306.52546173
3905.01,3910.48,3887.99,3892.6,367.63085815
3895.22,3928.46,3895.22,3917.91,364.92223605
3916.78,3935.0,3905.87,3927.0,428.78774027
3928.27,3931.69,3904.68,3906.93,548.3799214
3907.5,3917.91,3899.99,3899.99,559.3804786
3900.0,3921.16,3898.97,3919.53,1384.58250614
3919.99,3923.57,3906.38,3913.66,274.43756063
3913.71,3913.71,3892.93,3912.38,401.06741932
3912.37,3917.0,3901.63,3910.73,374.67973561
3910.73,3920.0,3910.73,3919.01,329.82437175
3919.01,3950.0,3919.01,3936.25,1027.62722232
3936.26,3968.68,3936.25,3962.2,1167.85124367
3962.16,3964.38,3945.06,3947.36,786.05368546
3948.37,3962.01,3948.17,3958.61,902.25027402
3957.99,3980.0,3956.82,3979.99,1194.42170022
3979.99,4009.99,3976.37,4009.99,3309.98831551
4010.0,4035.61,4000.58,4022.44,3446.20267313
4022.44,4069.67,4022.43,4063.01,1902.60601675
4063.01,4072.0,4043.94,4055.35,2401.93327296
4055.35,4062.56,4031.01,4039.83,1356.17889873
4036.85,4060.12,4036.47,4054.85,1038.67529962
4056.63,4094.24,4053.91,4091.31,1527.98066755
4091.31,4099.85,4072.9,4098.09,1434.48697228
4098.09,4144.74,4098.08,4126.26,3535.20680146
4126.93,4129.37,4077.12,4098.97,1818.47471837
4100.55,4116.96,4084.68,4094.12,1082.21982373
4095.0,4136.31,4094.99,4132.09,836.93014626
4130.5,4140.0,4110.14,4137.01,682.03789577
4137.0,4138.88,4117.65,4125.08,743.94551765
4125.08,4128.12,4096.25,4121.83,936.52193683
4123.01,4123.97,4109.02,4116.35,386.01372732
4117.54,4135.93,4100.0,4109.31,1538.58984103
4110.04,4123.99,4110.0,4121.61,747.05721977
4121.77,4140.0,4116.43,4123.86,834.19118854
4123.32,4131.0,4109.0,4110.14,681.45844918
4109.25,4115.59,4075.84,4080.0,1377.21846666
4079.99,4115.99,4058.09,4113.11,1870.49515601
4113.11,4135.17,4113.11,4127.4,475.78013755
4127.01,4168.57,4125.8,4168.57,1523.55238725
4168.57,4173.0,4129.0,4129.01,1716.0708209
4129.01,4138.0,4107.48,4107.48,1271.65042614
4113.59,4126.49,4105.0,4105.25,344.52135066
4106.29,4133.06,4089.54,4108.11,1691.84278167
4112.3,4119.13,4082.36,4090.76,457.06489844
4089.51,4108.42,4089.51,4106.01,286.22286032
4106.01,4108.05,4067.0,4092.1,617.78687309
4092.1,4094.67,4030.0,4037.8,1042.49963486
4040.86,4060.28,4010.0,4030.0,2237.73553756
4027.81,4045.0,3985.0,4039.78,1065.51980513
4038.53,4088.28,4038.09,4088.28,781.19958875
4088.01,4094.46,4061.0,4074.08,673.03889131
4076.36,4124.78,4053.49,4112.5,1103.29722705
4112.47,4128.2,4089.35,4106.06,990.53376904
4101.32,4137.5,4096.83,4134.99,1190.99397085
4134.52,4145.79,4117.3,4131.87,1221.74501333
4131.87,4158.72,4119.0,4156.91,1049.16055969
4156.9,4165.0,4103.69,4114.83,3215.61036749
4115.62,4152.0,4114.02,4152.0,1599.12574383
4152.0,4152.0,4120.01,4131.0,1349.8351775
4131.0,4141.44,4093.7,4132.61,1875.06093811
4130.81,4133.3,4083.95,4095.14,1881.38908479
4095.01,4111.59,4075.0,4095.63,1467.17179026
4092.62,4092.62,4051.0,4051.02,1525.74296885
4051.04,4086.41,4036.89,4080.97,2141.37301572
4084.38,4118.99,4084.38,4116.69,1245.09489864
4118.15,4138.21,4114.28,4134.78,1374.84349349
4135.62,4175.0,4133.25,4163.35,2674.47012226
4161.59,4200.0,4161.59,4187.35,2407.04237455
4187.35,4198.95,4161.42,4175.01,3233.4773676
4175.02,4213.17,4175.02,4197.07,3223.76438863
4196.71,4196.98,4140.0,4142.96,1548.6699602
4142.19,4179.07,4135.82,4173.34,1067.58846439
4173.33,4195.7,4163.06,4169.49,804.69666133
4168.22,4171.72,4138.0,4150.27,1200.05284668
4150.28,4179.31,4123.01,4142.57,1455.12532337
4142.45,4155.28,4126.78,4154.04,1207.76002391
4152.19,4152.67,4123.48,4138.41,566.70816298
4138.34,4142.07,4109.02,4129.39,1240.20314428
4128.56,4168.28,4125.0,4133.24,1142.50313533
4132.59,4156.22,4121.0,4147.13,798.83895257
4146.04,4147.38,4104.0,4105.01,1497.43389701
4105.0,4107.01,4053.0,4053.62,2851.85679063
4053.0,4090.0,3979.92,3988.62,5346.89327625
3988.01,3989.67,3500.0,3876.17,15408.37073523
3879.71,3924.0,3844.17,3924.0,1589.76923427
3900.0,3907.49,3801.57,3905.92,4723.07149179
3905.82,3988.0,3872.7,3980.61,4073.59886771
3980.62,3995.37,3959.16,3968.72,2887.62046434
3968.25,3989.99,3952.59,3989.99,1727.00779506
3989.99,4038.06,3981.06,4020.91,2258.66111844
4020.88,4060.0,4000.77,4059.99,3628.1426583
4060.0,4060.0,4007.0,4022.62,1828.59484483
4023.14,4023.14,3985.0,3999.18,1487.17379472
3999.68,4042.47,3997.7,4032.85,1669.14443023
4032.86,4032.86,3947.74,3971.01,2330.13284266
3971.02,3989.12,3915.0,3931.17,1554.15562911
3931.35,3971.18,3888.78,3955.58,1985.20603877
3955.69,3972.98,3938.29,3950.3,653.98468
3949.27,3961.96,3900.01,3931.73,1613.2911886
3931.72,4021.27,3916.24,4015.4,3206.81842612
4015.52,4035.39,3943.36,3956.73,1826.66097766
3956.73,3968.99,3854.76,3860.23,2838.03906561
3861.59,3912.0,3820.11,3865.38,3232.10254339
3856.0,3891.1,3842.55,3870.35,3304.71308121
3868.02,3916.77,3855.19,3915.02,1157.95800334
3914.99,3921.99,3889.61,3904.96,761.33321778
3906.23,3909.97,3865.24,3884.69,904.80091233
3884.7,3922.0,3884.7,3906.09,2037.43569197
3907.85,3910.67,3839.13,3858.05,2352.7084569
3858.05,3859.86,3811.87,3823.0,1725.79554542
3822.51,3855.74,3811.88,3822.5,825.75529742
3819.99,3837.75,3779.4,3799.68,1658.32065576
3799.67,3852.46,3792.82,3850.47,1047.15632881
3850.38,3869.86,3833.53,3858.01,677.79412525
3855.31,3880.98,3836.9,3874.63,773.18977134
3877.31,3902.0,3874.98,3901.51,795.44072129
3901.97,3923.82,3895.0,3905.55,614.06066879
3901.6,3914.7,3877.67,3907.0,922.89405728
3910.67,3921.78,3890.81,3918.28,804.54214168
3915.83,3940.49,3895.21,3905.48,911.19928542
3907.67,3907.67,3847.75,3858.72,734.22024707
3857.29,3907.0,3854.57,3879.0,640.59500472
3876.92,3917.12,3874.41,3911.47,545.93966377
3911.47,3932.99,3900.57,3928.44,351.0906928
3928.45,3950.0,3928.45,3945.16,627.53335596
3946.95,3965.0,3946.94,3948.03,784.60070249
3948.03,3962.47,3936.3,3952.62,621.0262965
3956.33,3969.0,3928.04,3932.21,1213.64039785
3932.01,3952.0,3921.7,3937.34,1195.6637871
3937.34,3970.33,3937.33,3966.67,847.71838004
3965.22,3974.0,3952.85,3958.33,394.47759252
3958.41,3958.42,3914.75,3922.69,575.74303169
3925.55,3940.01,3918.5,3931.11,753.38287057
3928.38,3940.0,3907.82,3922.27,546.0308528
3922.27,3958.32,3922.27,3954.58,1802.13225854
3954.59,3962.85,3938.42,3938.42,848.95001106
3935.82,3967.7,3935.51,3967.11,452.68108142
3965.12,4020.74,3959.45,4016.99,1566.95488316
4015.06,4054.36,4005.46,4034.57,1677.11699664
4038.48,4077.98,4035.98,4077.98,1143.68871136
4076.98,4086.97,4043.33,4050.0,1163.67922969
4050.99,4060.01,4030.79,4043.95,374.56439292
4044.06,4072.0,4032.99,4036.25,581.38106399
4037.13,4056.78,4032.8,4049.28,2162.79873371
4051.08,4051.08,3992.89,4000.5,1313.39821958
4002.96,4009.58,3967.85,3975.69,859.49787041
3976.82,3985.01,3944.35,3971.6,1908.18784217
3972.2,3973.21,3917.34,3920.01,1356.64055631
3920.8,3942.76,3906.35,3932.71,2105.247099
3934.95,3975.36,3934.95,3973.54,1173.71569425
3972.99,3992.0,3943.0,3943.0,1326.71213962
3942.74,3968.62,3909.7,3912.89,2215.06331089
3911.94,3948.07,3897.71,3935.6,1583.19916147
3937.01,3980.84,3927.38,3980.17,1871.96099385
3980.91,3983.0,3948.11,3970.94,668.09539763
3970.21,3975.0,3959.01,3970.44,408.95026124
3970.44,4007.81,3950.05,4007.81,945.79259518
4007.17,4007.8,3976.0,3983.72,1503.80236002
3982.83,4006.76,3970.01,3995.18,1112.2093554
3994.92,4029.15,3990.21,4028.0,1185.68676702
4027.99,4037.95,4012.68,4013.68,1493.80466771
4014.66,4027.89,4001.19,4024.0,411.27681323
4025.99,4074.98,4025.99,4053.8,2126.41201159
4053.8,4069.57,4039.0,4058.12,2862.98137199
4058.34,4059.51,4024.45,4024.45,950.08844783
4025.0,4029.98,3994.92,4017.84,963.86769634
4017.84,4044.26,4009.36,4029.38,2153.21344698
4030.07,4037.4,4015.0,4030.2,334.97195544
4030.75,4050.0,4023.7,4039.0,1248.05130064
4039.0,4054.98,4026.68,4040.01,1937.63470361
4040.01,4058.18,4037.92,4058.18,2370.68548759
4058.18,4086.0,4050.16,4086.0,1414.81927935
4086.0,4103.08,4068.45,4077.03,2508.12096685
4075.5,4075.85,4050.0,4061.0,1382.09825386
4061.0,4081.0,4040.82,4040.83,1129.65020161
4040.82,4062.31,4039.34,4060.0,754.16743757
4060.01,4073.03,4049.67,4056.74,1148.02383252
4056.38,4075.35,4038.98,4073.98,3003.31054238
4073.98,4076.19,4053.57,4070.65,1100.82897276
4070.66,4113.97,4070.01,4105.28,3923.92186514
4105.35,4129.19,4094.28,4123.99,1192.61805004
4124.0,4140.0,4117.0,4140.0,1326.84516744
4140.0,4157.0,4124.77,4127.44,2063.41586741
4127.44,4147.91,4124.05,4135.64,745.10806385
4135.64,4147.99,4125.52,4127.61,841.72028607
4127.29,4130.98,4090.0,4128.98,2527.52504386
4128.36,4138.54,4104.94,4112.16,826.91059389
4113.13,4122.0,4098.05,4121.99,655.53401788
4122.0,4136.0,4119.84,4135.39,837.25568617
4135.58,4144.0,4130.0,4133.95,832.83274089
4133.95,4148.07,4131.36,4146.99,371.06174909
4147.0,4161.39,4137.01,4144.01,847.66375756
4144.01,4152.56,4130.34,4140.54,362.02534858
4144.99,4181.98,4144.98,4176.0,851.45561178
4176.0,4192.0,4154.74,4167.55,1522.64068737
4167.31,4183.19,4156.7,4173.25,788.75052447
4170.81,4180.99,4160.0,4164.91,827.27880982
4166.4,4199.0,4163.45,4198.43,1490.16306135
4198.06,4199.0,4172.75,4186.16,971.79538011
4187.03,4189.99,4157.64,4161.06,1099.25860426
4163.03,4172.01,4152.37,4166.0,759.63760215
4166.0,4182.54,4162.57,4182.43,371.5244621
4181.61,4184.0,4170.61,4183.32,251.96994193
4183.46,4242.99,4182.31,4237.68,6942.81842359
4239.08,4262.99,4215.81,4262.0,4296.42979848
4262.0,4274.36,4236.52,4272.16,3591.01488262
4272.16,4287.55,4260.0,4284.99,3962.06908922
4284.99,4287.11,4260.0,4277.92,1420.92400844
4276.98,4295.0,4269.35,4294.99,826.78130332
4295.0,4355.0,4295.0,4339.3,4095.17267623
4337.47,4347.0,4303.62,4345.48,2379.48963284
4346.99,4350.0,4308.69,4317.19,1005.89042735
4318.58,4322.4,4281.03,4290.4,1961.77144438
4290.44,4310.4,4282.15,4303.95,882.70102627
4305.32,4334.32,4302.59,4330.0,1118.9283131
4330.01,4343.2,4320.84,4343.2,1102.12956575
4342.98,4343.42,4317.1,4325.8,264.15851002
4324.72,4335.23,4312.7,4329.8,535.62822471
4330.05,4368.0,4326.98,4334.85,1358.24229651
4336.63,4340.78,4305.19,4319.11,893.53434889
4318.34,4334.0,4301.26,4314.32,1911.0516293
4314.66,4318.35,4288.0,4297.58,1150.4941355
4297.58,4318.35,4297.58,4311.77,633.10378911
4311.36,4334.32,4311.36,4321.59,1117.9730738
4321.58,4327.0,4308.2,4308.2,1480.80688001
4307.12,4319.44,4292.0,4312.69,518.66830671
4310.74,4322.63,4286.0,4289.26,492.29258868
4289.26,4314.27,4262.0,4265.4,1895.97872417
4265.4,4302.34,4265.4,4279.22,832.67221546
4279.13,4313.66,4275.61,4313.66,592.87349164
4313.37,4320.0,4302.02,4311.57,203.47341412
4311.78,4314.12,4297.02,4308.76,130.37414977
4307.86,4310.29,4292.07,4309.57,503.65392425
4309.37,4322.71,4292.61,4292.62,255.29315
4292.61,4292.61,4265.0,4270.38,661.06543575
4270.38,4297.3,4269.0,4275.98,418.52703775
4275.78,4278.61,4232.96,4235.53,977.33538363
4235.83,4259.66,4228.0,4240.31,774.43081438
4238.78,4268.99,4237.02,4260.0,427.0582193
4259.0,4285.0,4251.92,4260.59,521.8634352
4260.58,4265.48,4244.62,4264.97,273.64149929
4264.98,4286.85,4264.98,4281.3,347.22633301
4280.0,4286.98,4261.4,4280.9,507.54598445
4280.9,4310.99,4273.48,4310.01,835.21727848
4310.01,4310.02,4269.09,4294.56,462.83757367
4294.56,4321.74,4294.56,4303.0,736.43947228
4302.99,4308.0,4280.0,4288.28,1429.15467316
4289.3,4295.35,4243.78,4253.15,1116.89924929
4253.14,4290.29,4238.08,4290.29,808.77975343
4290.31,4315.0,4290.31,4314.74,788.13793208
4314.99,4316.32,4294.67,4308.72,526.62819739
4310.03,4370.95,4305.0,4351.14,1741.48508979
4351.1,4380.0,4326.43,4329.41,1592.90005959
4330.09,4335.0,4310.01,4321.71,891.90673496
4323.42,4323.43,4230.0,4276.28,3118.36401428
4276.16,4279.0,4230.91,4238.48,1897.09427259
4239.64,4248.37,4150.02,4225.06,5766.18556782
4225.06,4225.06,4181.0,4191.63,1616.30084012
4191.63,4217.43,4134.46,4163.01,3232.31627023
4163.0,4163.61,4090.0,4143.28,5137.98497551
4142.08,4152.35,4079.0,4085.2,2382.40788775
4086.23,4148.67,4073.0,4148.66,2317.94697626
4148.67,4194.81,4146.82,4180.52,2222.30525731
4177.86,4177.86,4112.99,4159.6,2084.70846293
4158.15,4179.7,4139.94,4163.97,921.7704288
4163.97,4168.92,4129.42,4147.48,931.60970472
4148.14,4170.17,4093.7,4105.95,1326.90162411
4104.01,4106.05,4050.0,4080.62,2818.40811924
4080.62,4080.62,3965.04,4026.3,4360.46607272
4024.29,4052.75,3990.0,4014.57,4894.32967406
4014.0,4017.02,3938.2,3954.77,3180.42499985
3952.85,4035.6,3935.0,4013.95,2791.47948941
4011.0,4072.0,3977.05,4065.26,2309.99881145
4064.28,4092.0,4041.06,4090.0,2346.23417593
4089.66,4111.24,4075.0,4080.0,2074.38466278
4080.01,4080.01,4038.68,4042.91,1429.96036876
4041.91,4112.84,4039.39,4092.54,1239.47951086
4093.4,4106.98,4080.39,4100.3,1284.59485774
4101.99,4103.0,4081.71,4103.0,602.40000927
4102.47,4141.0,4100.38,4141.0,1186.29053049
4140.99,4142.0,4109.97,4122.7,1090.8956538
4123.74,4131.59,4093.7,4129.55,613.6285783
4130.62,4150.0,3964.23,4011.28,5597.90211664
4011.28,4119.62,4000.0,4090.93,3928.85844356
4091.76,4091.76,4030.78,4084.59,3756.80595887
4085.16,4244.47,4077.13,4232.09,6591.2511425
4235.85,4246.93,4127.19,4150.02,5647.73299736
4151.09,4156.24,4000.0,4005.81,4333.84325598
4006.26,4060.55,3934.01,4013.02,5770.58007614
4012.16,4039.04,3727.27,3858.37,8581.66631074
3833.9,3909.0,3521.0,3760.93,17191.56600354
3768.71,3934.87,3740.08,3914.98,7646.87491672
3913.43,3966.99,3883.01,3922.92,6038.9420276701
3923.53,3981.0,3893.94,3899.27,3958.96443627
3906.57,3956.7,3892.44,3940.01,1767.9778422
3940.94,3989.98,3931.91,3977.67,1788.61107937
3980.0,3985.0,3919.58,3933.65,1939.34292072
3936.46,4003.97,3936.46,4003.97,1644.63211804
4003.97,4037.81,3981.62,4035.84,2181.51258352
4035.85,4039.95,3993.4,4006.01,1269.59490224
4006.0,4006.0,3965.0,3999.6,1236.61383332
3999.6,4023.49,3985.0,3988.03,1015.75126714
3987.55,3987.55,3918.0,3933.26,1682.48286564
3934.14,3956.57,3912.14,3912.14,1347.15251877
3912.01,3929.61,3864.41,3870.0,1824.96135113
3870.0,3949.43,3864.18,3948.73,1301.09848453
3942.83,3982.17,3942.82,3967.84,2718.69088883
3970.84,3970.84,3939.06,3961.91,600.46700183
3959.83,3959.83,3908.91,3917.32,646.12800491
3917.01,3924.61,3889.99,3905.01,1969.33323515
3905.01,3970.87,3905.01,3969.82,764.36256178
3969.55,4005.1,3954.82,4005.1,708.97423035
4005.92,4005.93,3975.87,3999.89,571.27496113
4000.0,4017.77,3982.02,3990.55,416.75311892
3990.55,4020.0,3988.22,4004.18,448.09854557
4003.72,4010.64,3983.87,3987.66,822.85233891
3987.64,3999.2,3975.36,3999.2,544.15052549
3999.2,4029.46,3999.2,4021.6,787.92464324
4023.5,4025.99,4000.0,4012.0,201.96215079
4010.21,4010.21,3980.01,3980.01,825.07695366
3980.2,3992.7,3951.82,3954.03,660.32064524
3955.19,3979.44,3955.19,3969.94,471.62911327
3970.67,3987.84,3919.72,3921.12,1040.6929145
3921.14,3933.8,3908.0,3921.57,596.93535588
3923.34,3936.23,3880.06,3882.22,1047.15753528
3880.97,3892.18,3818.08,3832.37,5562.96256338
3833.13,3868.78,3805.0,3809.9,1481.3805333
3809.66,3838.99,3758.0,3758.0,2223.06946229
3762.95,3813.74,3725.13,3733.07,2323.96600578
3730.37,3750.98,3666.19,3717.84,3985.69285658
3723.41,3814.5,3716.83,3798.61,2325.07111287
3796.68,3826.37,3729.49,3760.41,1216.53270964
3759.56,3759.56,3667.95,3677.81,1384.56440612
3678.01,3718.66,3600.36,3636.98,3394.07746961
3636.8,3686.09,3600.0,3656.32,4583.65200045
3659.27,3720.87,3659.27,3717.91,2569.00317635
3715.35,3754.8,3700.0,3741.65,1539.43669649
3745.15,3763.04,3726.04,3747.44,930.80493372
3747.42,3763.21,3701.02,3759.21,3852.00601741
3761.22,3828.97,3760.76,3822.97,3108.17592847
3824.86,3826.65,3758.0,3790.05,1422.2415984
3788.92,3819.19,3774.34,3808.48,1137.54964549
3812.68,3852.67,3812.68,3825.34,795.054876
3823.21,3823.21,3758.0,3791.68,1728.23155159
3795.0,3854.03,3795.0,3838.95,1545.55815336
3838.97,3869.22,3830.0,3861.54,1717.21459681
3860.25,3899.99,3846.29,3893.06,1293.73760632
3893.5,3903.0,3870.0,3872.94,1519.4061871
3876.94,3892.17,3853.8,3853.8,1035.31747213
3853.81,3882.0,3850.0,3854.6,1075.25167184
3855.67,3859.48,3799.01,3812.2,1336.5859094
3810.4,3826.96,3777.11,3777.55,1100.6828671
3777.56,3830.95,3758.0,3759.09,1679.28069523
